X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリー情報,駐輪場 PC,駐輪場 携,大分類,小分類,カテゴリ,アイコン番号,施設ID
135.4782003,34.69184711,中江町公園,なかえちょうこうえん,中江町公園（なかえちょうこうえん）,福島区吉野1-15,福島区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2225
135.4794831,34.69149994,玉川公園,たまがわこうえん,玉川公園（たまがわこうえん）,福島区玉川2-11,福島区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3594
135.4831718,34.69059219,下福島公園,しもふくしまこうえん,下福島公園（しもふくしまこうえん）,福島区福島4-1・玉川１-2,福島区,,,地区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3588
135.4833497,34.69485286,福島西公園,ふくしまにしこうえん,福島西公園（ふくしまにしこうえん）,福島区福島4-6,福島区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3589
135.4852719,34.69593303,福島公園,ふくしまこうえん,福島公園（ふくしまこうえん）,福島区福島5-16,福島区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3590
135.489633,34.64065803,松通公園,まつどおりこうえん,松通公園（まつどおりこうえん）,西成区松3丁目2番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5016
135.4940561,34.64114692,松通東公園,まつどおりひがしこうえん,松通東公園（まつどおりひがしこうえん）,西成区松1丁目5番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5018
135.4894672,34.63881106,橘第3公園,たちばなだい３こうえん,橘第3公園（たちばなだい３こうえん）,西成区橘3丁目3番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5019
135.501519,34.63933286,天下茶屋中公園,てんがちゃやなかこうえん,天下茶屋中公園（てんがちゃやなかこうえん）,西成区天下茶屋東2丁目13番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3599
135.5010003,34.637681,北天下茶屋公園,きたてんがちゃやこうえん,北天下茶屋公園（きたてんがちゃやこうえん）,西成区聖天下1丁目10番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3600
135.4919917,34.64331089,梅南２公園,ばいなん２こうえん,梅南２公園（ばいなん２こうえん）,西成区梅南2丁目1番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5014
135.4954251,34.64220786,弘治南公園,こうじみなみこうえん,弘治南公園（こうじみなみこうえん）,西成区梅南1丁目2番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5015
135.4922363,34.64132503,松通中公園,まつどおりなかこうえん,松通中公園（まつどおりなかこうえん）,西成区松2丁目1番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5017
135.5007328,34.64476719,萩之茶屋南公園,はぎのちゃやみなみこうえん,萩之茶屋南公園（はぎのちゃやみなみこうえん）,西成区萩之茶屋3丁目7番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,18
135.5046829,34.64001097,天下茶屋東公園,てんがちゃやひがしこうえん,天下茶屋東公園（てんがちゃやひがしこうえん）,西成区天下茶屋東2丁目1番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3598
135.5081998,34.64363903,金塚ふれあい西公園,かなづかふれあいにしこうえん,金塚ふれあい西公園（かなづかふれあいにしこうえん）,阿倍野区旭町3丁目,阿倍野区,,,近隣公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1720
135.513653,34.64152792,松崎公園,まつざきこうえん,松崎公園（まつざきこうえん）,阿倍野区松崎町3丁目7,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1226
135.489542,34.64837803,長橋西公園,ながはしにしこうえん,長橋西公園（ながはしにしこうえん）,西成区長橋3丁目1番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5005
135.4925529,34.64834994,長橋公園,ながはしこうえん,長橋公園（ながはしこうえん）,西成区長橋2丁目2番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5006
135.4897172,34.64666389,鶴見橋公園,つるみばしこうえん,鶴見橋公園（つるみばしこうえん）,西成区鶴見橋3丁目1番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5008
135.4922309,34.64649689,鶴見橋中央公園,つるみばしちゅうおうこうえん,鶴見橋中央公園（つるみばしちゅうおうこうえん）,西成区鶴見橋2丁目5番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5009
135.4933419,34.64645808,鶴見橋中公園,つるみばしなかこうえん,鶴見橋中公園（つるみばしなかこうえん）,西成区鶴見橋1丁目17番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5010
135.4954999,34.64573606,鶴見橋東公園,つるみばしひがしこうえん,鶴見橋東公園（つるみばしひがしこうえん）,西成区鶴見橋1丁目5番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5011
135.4904219,34.64550289,旭北公園,あさひきたこうえん,旭北公園（あさひきたこうえん）,西成区鶴見橋2丁目9番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5012
135.4985688,34.647533,花園公園,はなぞのこうえん,花園公園（はなぞのこうえん）,西成区花園北1丁目9番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5027
135.5009807,34.64760614,萩之茶屋北公園,はぎのちゃやきたこうえん,萩之茶屋北公園（はぎのちゃやきたこうえん）,西成区萩之茶屋1丁目13番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5028
135.5006108,34.64601394,萩之茶屋中公園,はぎのちゃやなかこうえん,萩之茶屋中公園（はぎのちゃやなかこうえん）,西成区萩之茶屋2丁目4番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5029
135.4908309,34.65110011,南開公園,みなみひらきこうえん,南開公園（みなみひらきこうえん）,西成区南開1丁目7番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5001
135.4943579,34.65062792,出城公園,でしろこうえん,出城公園（でしろこうえん）,西成区出城1丁目5番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,5002
135.5084114,34.64511711,阿倍野旭公園,あべのあさひこうえん,阿倍野旭公園（あべのあさひこうえん）,阿倍野区旭町1丁目6,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1713
135.5072141,34.64515,山王第２公園,さんのうだい２こうえん,山王第２公園（さんのうだい２こうえん）,西成区山王2丁目2番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3596
135.5121311,34.64806878,天王寺公園,てんのうじこうえん,天王寺公園（てんのうじこうえん）,天王寺区茶臼山町1,天王寺区,,,動植物公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4320
135.5159943,34.65056103,庚申堂公園,こうしんどうこうえん,庚申堂公園（こうしんどうこうえん）,天王寺区堀越町2,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4344
135.5194532,34.63992486,三明町公園,さんめいちょうこうえん,三明町公園（さんめいちょうこうえん）,阿倍野区三明町2丁目9,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1207
135.5259858,34.63990786,高松南公園,たかまつみなみこうえん,高松南公園（たかまつみなみこうえん）,阿倍野区天王寺町南3丁目12,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1258
135.5253033,34.63910006,美章園公園,びしょうえんこうえん,美章園公園（びしょうえんこうえん）,阿倍野区美章園2丁目13,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1609
135.5214563,34.64229986,三明町北公園,さんめいちょうきたこうえん,三明町北公園（さんめいちょうきたこうえん）,阿倍野区三明町1丁目4,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1200
135.517847,34.64182208,常盤公園,ときわこうえん,常盤公園（ときわこうえん）,阿倍野区松崎町3丁目2,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1227
135.524519,34.64396383,高松公園,たかまつこうえん,高松公園（たかまつこうえん）,阿倍野区天王寺町北3丁目17,阿倍野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1270
135.5293861,34.64182208,桑津北公園,くわづきたこうえん,桑津北公園（くわづきたこうえん）,東住吉区桑津1-12,東住吉区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3261
135.529944,34.63842489,桑津公園,くわづこうえん,桑津公園（くわづこうえん）,東住吉区桑津3-6,東住吉区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3262
135.5219999,34.64719414,大道南公園,だいどうみなみこうえん,大道南公園（だいどうみなみこうえん）,天王寺区大道5丁目9,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4317
135.5178437,34.64687489,南河堀公園,みなみかわほりこうえん,南河堀公園（みなみかわほりこうえん）,天王寺区南河堀町8(高架下),天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4335
135.5192639,34.650111,稲生公園,いなおこうえん,稲生公園（いなおこうえん）,天王寺区大道3丁目7,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4314
135.521533,34.64893894,大道北公園,だいどうきたこうえん,大道北公園（だいどうきたこうえん）,天王寺区大道4丁目6,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4316
135.5243311,34.65121097,国分公園,こくぶこうえん,国分公園（こくぶこうえん）,天王寺区国分町14,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4257
135.4911576,34.65253892,中北公園,なかきたこうえん,中北公園（なかきたこうえん）,西成区中開2丁目5番,西成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4999
135.5115193,34.65406892,逢阪公園,おうさかこうえん,逢阪公園（おうさかこうえん）,天王寺区逢阪1丁目3,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4242
135.5103969,34.655092,大岸公園,おおぎしこうえん,大岸公園（おおぎしこうえん）,天王寺区下寺町2丁目6,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4251
135.5074782,34.66410811,黒門公園,くろもんこうえん,黒門公園（くろもんこうえん）,中央区日本橋２丁目12,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1664
135.5046748,34.66385283,難波千日前公園,なんばせんにちまえこうえん,難波千日前公園（なんばせんにちまえこうえん）,中央区難波千日前5,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1673
135.5137608,34.66448308,生玉公園,いくたまこうえん,生玉公園（いくたまこうえん）,天王寺区生玉町6、下寺町1丁目2,天王寺区,,,地区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4310
135.5209577,34.65268117,寺田町公園,てらだちょうこうえん,寺田町公園（てらだちょうこうえん）,天王寺区寺田町1丁目5,天王寺区,,,近隣公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4266
135.5176941,34.65925289,上八公園,うえはちこうえん,上八公園（うえはちこうえん）,天王寺区上本町8丁目8,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4290
135.5234889,34.65769711,五条公園,ごじょうこうえん,五条公園（ごじょうこうえん）,天王寺区烏ヶ辻2丁目5,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4247
135.5245689,34.65907186,五条小公園,ごじょうしょうこうえん,五条小公園（ごじょうしょうこうえん）,天王寺区堂ヶ芝2丁目17,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4334
135.5223503,34.66332492,石ヶ辻公園,いしがつじこうえん,石ヶ辻公園（いしがつじこうえん）,天王寺区石ヶ辻町11,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,33
135.5167138,34.66223286,上汐公園,うえしおこうえん,上汐公園（うえしおこうえん）,天王寺区上汐4丁目2,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4277
135.5176779,34.66297211,上七公園,うえしちこうえん,上七公園（うえしちこうえん）,天王寺区上本町7丁目2,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4286
135.5172467,34.66386097,上汐北公園,うえしおきたこうえん,上汐北公園（うえしおきたこうえん）,天王寺区上汐3丁目5,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4273
135.5260249,34.666461,小橋公園,おばせこうえん,小橋公園（おばせこうえん）,天王寺区小橋町3,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4270
135.5382208,34.66634056,玉津南公園,たまつみなみこうえん,玉津南公園（たまつみなみこうえん）,東成区玉津3丁目8番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3334
135.5603362,34.64000283,加美北公園,かみきたこうえん,加美北公園（かみきたこうえん）,平野区加美北4-2、5-4,平野区,,,近隣公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2381
135.562472,34.63788092,加美長沢西公園,かみながさわにしこうえん,加美長沢西公園（かみながさわにしこうえん）,平野区加美北5-9,平野区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2382
135.5451691,34.66538117,今里南公園,いまざとみなみこうえん,今里南公園（いまざとみなみこうえん）,東成区大今里南1丁目26番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3419
135.5525195,34.66561464,大今里南公園,おおいまざとみなみこうえん,大今里南公園（おおいまざとみなみこうえん）,東成区大今里南4丁目15番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3426
135.4907359,34.67046914,南堀江公園,みなみほりえこうえん,南堀江公園（みなみほりえこうえん）,西区南堀江2−8,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2216
135.489922,34.67381106,阿弥陀池公園,あみだいけこうえん,阿弥陀池公園（あみだいけこうえん）,西区北堀江3−3,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2212
135.4946638,34.67216097,堀江公園,ほりえこうえん,堀江公園（ほりえこうえん）,西区南堀江1−13,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2215
135.4897468,34.67236894,高台橋公園,たかきやばしこうえん,高台橋公園（たかきやばしこうえん）,西区南堀江3−1,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2217
135.4979139,34.67207197,御津公園,みつこうえん,御津公園（みつこうえん）,中央区西心斎橋２丁目11,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1670
135.5093667,34.67052194,道仁公園,どうにんこうえん,道仁公園（どうにんこうえん）,中央区島之内２丁目5,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1662
135.5128472,34.67006683,瓦屋町公園,かわらやまちこうえん,瓦屋町公園（かわらやまちこうえん）,中央区瓦屋町２丁目9,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1671
135.5142668,34.66865311,高津公園,こうづこうえん,高津公園（こうづこうえん）,中央区高津１丁目1・中寺２丁目4,中央区,,,近隣公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1672
135.5155718,34.67446894,桃園公園,とうえんこうえん,桃園公園（とうえんこうえん）,中央区谷町６丁目5,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1674
135.4948969,34.67808883,新町北公園,しんまちきたこうえん,新町北公園（しんまちきたこうえん）,西区新町1−15,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2208
135.4928002,34.67636683,新町南公園,しんまちみなみこうえん,新町南公園（しんまちみなみこうえん）,西区新町2−6,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2209
135.4904469,34.67798617,立売堀公園,いたちぼりこうえん,立売堀公園（いたちぼりこうえん）,西区新町3−1,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2210
135.4955437,34.68108919,新阿波座公園,しんあわざこうえん,新阿波座公園（しんあわざこうえん）,西区阿波座1−8,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2204
135.4915942,34.67974397,阿波座南公園,あわざみなみこうえん,阿波座南公園（あわざみなみこうえん）,西区立売堀2−2,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2205
135.5134193,34.67810583,南大江公園,みなみおおえこうえん,南大江公園（みなみおおえこうえん）,中央区粉川町6・神崎町1,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1660
135.5028032,34.68018906,久宝公園,きゅうほうこうえん,久宝公園（きゅうほうこうえん）,中央区北久宝寺町３丁目1,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1653
135.5191359,34.66945806,東平北公園,とうへいきたこうえん,東平北公園（とうへいきたこうえん）,中央区上本町西４丁目1,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,67
135.5191332,34.66876097,東平南公園,とうへいみなみこうえん,東平南公園（とうへいみなみこうえん）,中央区上本町西５丁目1,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1663
135.5229748,34.66842481,東高津公園,ひがしこうづこうえん,東高津公園（ひがしこうづこうえん）,天王寺区東高津町2,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4325
135.527914,34.66961911,真田山公園,さなだやまこうえん,真田山公園（さなだやまこうえん）,天王寺区真田山町5,天王寺区,,,地区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4293
135.5187559,34.67417786,空堀桃谷公園,からほりももだにこうえん,空堀桃谷公園（からほりももだにこうえん）,中央区上本町西２丁目5,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1661
135.521403,34.67212811,空清町公園,からきよちょうこうえん,空清町公園（からきよちょうこうえん）,天王寺区上本町3丁目4,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4285
135.5293558,34.67269403,宰相山公園,さいしょうやまこうえん,宰相山公園（さいしょうやまこうえん）,天王寺区玉造本町14,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4253
135.5282778,34.673544,宰相山西公園,さいしょうやまにしこうえん,宰相山西公園（さいしょうやまにしこうえん）,天王寺区玉造本町14、空堀町9,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4254
135.5244247,34.67368289,清水谷公園,しみずだにこうえん,清水谷公園（しみずだにこうえん）,天王寺区清水谷町16,天王寺区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,4302
135.5326921,34.67007203,東小橋公園,ひがしおばせこうえん,東小橋公園（ひがしおばせこうえん）,東成区東小橋2丁目1番,東成区,,,近隣公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3469
135.5402919,34.67015586,平戸公園,ひらどこうえん,平戸公園（ひらどこうえん）,東成区大今里西2丁目6番・9番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3407
135.5335599,34.67340917,東小橋北公園,ひがしおばせきたこうえん,東小橋北公園（ひがしおばせきたこうえん）,東成区東小橋1丁目9番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3465
135.5371671,34.67134203,玉津公園,たまつこうえん,玉津公園（たまつこうえん）,東成区玉津1丁目11番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3330
135.5423663,34.67401903,南中本公園,みなみなかもとこうえん,南中本公園（みなみなかもとこうえん）,東成区大今里西1丁目10番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3402
135.5228307,34.67789714,広小路公園,ひろこうじこうえん,広小路公園（ひろこうじこうえん）,中央区上町１丁目19,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1658
135.5185673,34.67809697,銅座公園,どうざこうえん,銅座公園（どうざこうえん）,中央区内久宝寺町２丁目5,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1659
135.5288108,34.67685589,玉造公園,たまつくりこうえん,玉造公園（たまつくりこうえん）,中央区玉造２丁目20,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1657
135.5262418,34.67733089,寺山公園,てらやまこうえん,寺山公園（てらやまこうえん）,中央区上町１丁目2,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1669
135.5163641,34.68004389,谷四錦郷公園,たによんきんごうこうえん,谷四錦郷公園（たによんきんごうこうえん）,中央区農人橋１丁目2・和泉町１丁目1,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1654
135.5224392,34.680086,難波宮跡公園,なにわのみやあとこうえん,難波宮跡公園（なにわのみやあとこうえん）,中央区大手前４丁目1,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1668
135.5271783,34.67931108,越中公園,えっちゅうこうえん,越中公園（えっちゅうこうえん）,中央区玉造２丁目24,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1655
135.5369313,34.67673031,中道中央公園,なかみちちゅうおうこうえん,中道中央公園（なかみちちゅうおうこうえん）,東成区中道4丁目5番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3444
135.5414332,34.67729544,中本くすのき公園,なかもとくすのきこうえん,中本くすのき公園（なかもとくすのきこうえん）,東成区中本5丁目2番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3456
135.5320218,34.67915817,城南公園,じょうなんこうえん,城南公園（じょうなんこうえん）,中央区森ノ宮中央１丁目20,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1656
135.532744,34.68046386,森之宮公園,もりのみやこうえん,森之宮公園（もりのみやこうえん）,中央区森ノ之宮中央１丁目13,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1667
135.5397138,34.67885972,北中道公園,きたなかみちこうえん,北中道公園（きたなかみちこうえん）,東成区中道2丁目13番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3436
135.5425361,34.68033311,北中本公園,きたなかもとこうえん,北中本公園（きたなかもとこうえん）,東成区中本2丁目11番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3447
135.4895003,34.68553944,花乃井公園,はなのいこうえん,花乃井公園（はなのいこうえん）,西区京町堀2-11,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2199
135.4942723,34.68778314,西船場公園,にしせんばこうえん,西船場公園（にしせんばこうえん）,西区京町堀1-11,西区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2198
135.5137858,34.685128,中大江公園,なかおおえこうえん,中大江公園（なかおおえこうえん）,中央区南新町２丁目1・糸屋町２丁目2,中央区,,,近隣公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1652
135.5103362,34.68272208,東横堀公園,ひがしよこぼりこうえん,東横堀公園（ひがしよこぼりこうえん）,中央区本町橋5,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1666
135.5094442,34.68869683,東横堀緑道公園,ひがしよこぼりりょくどうこうえん,東横堀緑道公園（ひがしよこぼりりょくどうこうえん）,中央区北浜・今橋・高麗橋・道修町・平野町・淡路町・瓦町・備後町・安土町（各１丁目）外,中央区,,,緑道,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1651
135.5149473,34.68900006,北大江公園,きたおおえこうえん,北大江公園（きたおおえこうえん）,中央区石町１丁目3・島町１丁目5,中央区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,1650
135.4897502,34.69373092,福島浜緑道,ふくしまはまりょくどう,福島浜緑道（ふくしまはまりょくどう）,福島区福島１-1,福島区,,,緑道,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3587
135.499322,34.69516083,堂島公園,どうじまこうえん,堂島公園（どうじまこうえん）,北区堂島浜1-2,北区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,812
135.4983889,34.69328886,中之島緑道,なかのしまりょくどう,中之島緑道（なかのしまりょくどう）,北区中之島2-1,北区,,,緑道,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,881
135.509331,34.69199706,中之島公園,なかのしまこうえん,中之島公園（なかのしまこうえん）,北区中之島1-1、菅原町1,北区,,,風致公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,792
135.5126222,34.69211892,南天満公園,みなみてんまこうえん,南天満公園（みなみてんまこうえん）,北区天神橋1-1、天満2-1・3-1・4-1,北区,,,近隣公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,796
135.5045279,34.69473911,西天満若松浜公園,にしてんまわかまつはまこうえん,西天満若松浜公園（にしてんまわかまつはまこうえん）,北区西天満2-1,北区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,828
135.5146111,34.69409692,滝川公園,たきがわこうえん,滝川公園（たきがわこうえん）,北区天満4-7,北区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,811
135.5406079,34.68513872,白山公園,はくさんこうえん,白山公園（はくさんこうえん）,城東区中浜3-1,城東区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,735
135.5426237,34.68417142,中浜中央公園,なかはまちゅうおうこうえん,中浜中央公園（なかはまちゅうおうこうえん）,城東区中浜2-9,城東区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,737
135.5403465,34.68330308,千間川公園,せんげんがわこうえん,千間川公園（せんげんがわこうえん）,東成区中本1丁目1番・2番,東成区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,3446
135.5419729,34.68706219,中浜公園,なかはまこうえん,中浜公園（なかはまこうえん）,城東区中浜1-6,城東区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,736
135.5221778,34.69622808,桜之宮公園,さくらのみやこうえん,桜之宮公園（さくらのみやこうえん）,北区天満1-1、天満橋1-8・2-1,北区,,,総合公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,794
135.528069,34.69545592,東野田公園,ひがしのだこうえん,東野田公園（ひがしのだこうえん）,都島区東野田町1-4,都島区,,,街区公園,,,,,,公園・スポーツ,公園,公園・スポーツ/公園,154,2940
